Index,Data available as of 15 Jauary 2014?,Data.Downloaded,CatalogID,LocID,iso.code,CountryName.UN,CountryName.DHS,StartYear,EndYear,Type,Phase,Recode,SurveyName,ShortName,Survey code,Name for labels,StartDate,EndDate,RefDate,ImplementingOrg,OfficialName,Births.Recode,Births.Raw,Couples.Recode,HH.Recode,HH.Raw,Height/WeightScores,Individual.Recode,Individual.Raw,Childrens.Recode,Childrens.Raw,Male.Recode,Male.Raw,HHMember.Recode,HHMember.Raw,Verbal.Autopsy,HIVTestData,Other Biomarkers,Wealth.Index,Service.Availability,Other,Download notes,Sample.Type.Female,Sample.Type.Male,Sample.Size.HH,Sample.Size.Female,Sample.Size.Male,Sample.Age.Female,Sample.Age.Male,Deaths.HH,Deaths.Causes,Verbal.Autopsy,Sibling.Female,Sibling.Male,Orphanhood.Female,Orphanhood.Male,Pregnancy.History,Health.Expenditures,Maternal.Mortality,Micronutrients,Migration,AIDS.Test,Geography,Availability,Child mort processed,Child mort indirect only,Siblings processed,PregRelCode,PregRelCode notes,Status,Survey Characteristics,Updated by,Updated on,Notes,Report citation
2210,Yes,Y,1851,524,NPL,Nepal,Nepal,2006,2006,Standard DHS,DHS-V,DHS-V,Nepal 2006 Demographic and Health Survey,2006 DHS,np51,Nepal 2006 DHS,05/02/2006,18/08/2006,13/05/2006,Min. of Health/New ERA,,npbr51,NA,npcr51,nphr51,NA,NA,npir51,NA,npkr51,NA,npmr51,NA,nppr51,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,8707,10793,4397,15 to 49,15 to 59,,,Y,Y,N,,,,,Y,,,,Y,,Y,,Y,2;3;6,,,,,,,
2220,Yes,Y,5065,524,NPL,Nepal,Nepal,2011,2011,Standard DHS,DHS-VI,DHS-VI,Nepal 2011 Demographic and Health Survey,2011 DHS,np60,Nepal 2011 DHS,02/02/2011,14/06/2011,09/04/2011,Min. of Health/New ERA,,npbr60,NA,npcr60,nphr60,NA,NA,npir60,NA,npkr60,NA,npmr60,NA,nppr60,NA,NA,NA,NA,NA,NA,NA,,All Women,Ever Married,10826,12674,4121,15 to 49,15 to 59,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,,,,
2230,Yes,Y,6086,524,NPL,Nepal,Nepal,2016,2017,Standard DHS,DHS-VII,DHS-VII,Nepal 2016 Demographic and Health Survey,2016 DHS,np7h,Nepal 2016 DHS,19/06/2016,31/01/2017,10/10/2016,Min. of Health/New ERA,2016 Nepal Demographic and Health Survey,npbr7h,NA,npcr7h,nphr7h,NA,NA,npir7h,NA,npkr7h,NA,npmr7h,NA,nppr7h,NA,npva7a,NA,NA,NA,NA,NA,,All Women,All Men,11040,12862,4063,15 to 49,15 to 59,,,Y,N,N,,,,,N,,,,Y,,Y,,NA,,,,,SK,"Nov 15, 2017","A massive 7.8 magnitude earthquake in April 2015, affected the 14 districts of the Central development region, leaving least 9,000 dead, about 22,000 injured and some 3.5 million displaced and homeless. Although the 2016 NDHS took place a year after the earthquake, some of the survey indicators should be interpreted with caution.","Ministry of Health, Nepal; New ERA; and ICF. 2017. Nepal Demographic and Health Survey 2016. Kathmandu, Nepal: Ministry of Health, Nepal."
2240,Yes,Y,1775,558,NIC,Nicaragua,Nicaragua,1998,1998,Standard DHS,DHS-III,DHS-III,Nicaragua 1997-1998 Demographic and Health Survey,1997-1998 DHS,nc31,Nicaragua 1997-1998 DHS,01/12/1997,31/05/1998,01/03/1998,Inst. Nacional de Estadisticas y Censos,Encuesta de Demografía y Salud,ncbr31,NA,nccr31,nchr31,NA,nchw31,ncir31,NA,nckr31,NA,ncmr31,NA,ncpr31,NA,NA,NA,NA,ncwi31,NA,NA,,All Women,All Men,11528,13634,2912,15 to 49,15 to 59,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
2250,Yes,Y,1759,558,NIC,Nicaragua,Nicaragua,2001,2001,Standard DHS,DHS-IV,DHS-IV,Nicaragua 2001 Demographic and Health Survey,2001 DHS,nc41,Nicaragua 2001 DHS,13/09/2001,14/12/2001,29/10/2001,INEC (Instituto Nacional De Estadisticas Y Censos),Encuesta de Demografía y Salud,ncbr41,NA,NA,nchr41,NA,nchw41,ncir41,NA,nckr41,NA,NA,NA,ncpr41,ncwi41,NA,NA,NA,ncwi41,NA,NA,,All Women,None,11328,13060,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
2260,Yes,Y,1731,562,NER,Niger,Niger,1992,1992,Standard DHS,DHS-II,DHS-II,Niger 1992 Demographic and Health Survey,1992 DHS,ni22,Niger 1992 DHS,01/03/1992,28/06/1992,30/04/1992,Dir. de la Stat. et des Comptes Nationaux,Enquête démographique et de santé,nibr22,NA,nicr21,nihr22,NA,nihw22,niir22,NA,nikr21,NA,nimr21,NA,nipr22,NA,NA,NA,NA,NA,nisq21,NA,,All Women,Husbands,5242,6503,1570,15 to 49,NA,,,N,Y,N,,,,,Y,,,,Y,,Y,,Y,2;3;6,,,,,,,
2270,Yes,Y,1680,562,NER,Niger,Niger,1998,1998,Standard DHS,DHS-III,DHS-III,Niger 1998 Demographic and Health Survey,1998 DHS,ni31,Niger 1998 DHS,19/01/1998,15/07/1998,16/04/1998,Care International,Enquête démographique et de santé,nibr31,NA,nicr31,nihr31,NA,nihw31,niir31,NA,nikr31,NA,nimr31,NA,nipr31,NA,NA,NA,NA,niwi31,nisq31,NA,,All Women,All Men,5928,7577,3542,15 to 49,15 to 59,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,,,,
2280,Yes,Y,1736,562,NER,Niger,Niger,2006,2006,Standard DHS,DHS-V,DHS-V,Niger 2006 Demographic and Health Survey,2006 DHS,ni50,Niger 2006 DHS,02/01/2006,15/05/2006,09/03/2006,Direction de la Statistique et des Comptes Nationa,Enquête démographique et de santé et à indicateurs multiples,nibr51,NA,nicr51,nihr51,NA,nihw51,niir51,NA,nikr51,NA,nimr51,NA,nipr51,NA,NA,niar51,NA,NA,NA,NA,,All Women,All Men,7660,9223,3549,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,Y,,,Y,,Y,2;3;6,,,,,,,
2290,Yes,Y,5413,562,NER,Niger,Niger,2012,2012,Standard DHS,DHS-VI,DHS-VI,Niger 2012 Demographic and Health Survey,2012 DHS,ni61,Niger 2012 DHS,10/02/2012,08/07/2012,24/04/2012,Institut National de la Statistique,,nibr61,NA,nicr61,nihr61,NA,NA,niir61,NA,nikr61,NA,nimr61,NA,nipr61,NA,NA,niar61,NA,NA,NA,NA,,All Women,All Men,10750,11160,3928,15 to 49,15 to 64,,,N,Y,N,,,,,Y,,,Y,,,N,,Y,2;3;6,6=2 months after delivery,,,,,,
2300,Yes,Y,5795,566,NGA,Nigeria,Nigeria (Ondo State),1986,1986,Special,DHS-I,DHS-I,Nigeria (Ondo State) 1986 Special Demographic and Health Survey ,1986 Special DHS,,Nigeria 1986 Special DHS,15/09/1986,15/01/1987,15/11/1986,Ministry of Health,,osbr01,NA,NA,NA,oshh01,oshw01,osir01,NA,oskr01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,All Women,None,3437,4213,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,NA,,NA,,,,,,,,
2310,Yes,Y,1742,566,NGA,Nigeria,Nigeria,1990,1990,Standard DHS,DHS-II,DHS-II,Nigeria 1990 Demographic and Health Survey,1990 DHS,ng21,Nigeria 1990 DHS,17/04/1990,12/12/1990,15/08/1990,Federal Office of Statistics,,ngbr21,NA,NA,nghr21,NA,nghw21,ngir21,NA,ngkr21,NA,NA,NA,ngpr21,NA,NA,NA,NA,ngwi21,ngsq23,NA,,All Women,None,8999,8781,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,,,,
2320,Yes,Y,1828,566,NGA,Nigeria,Nigeria,1999,1999,Standard DHS,DHS-IV,DHS-IV,Nigeria 1999 Demographic and Health Survey,1999 DHS,ng41,Nigeria 1999 DHS,30/03/1999,31/05/1999,30/04/1999,Nat. Pop. Comm.,,ngbr41,NA,ngcr41,nghr41,NA,nghw41,ngir41,NA,ngkr41,NA,ngmr41,NA,ngpr41,NA,NA,NA,NA,NA,ngsq41,NA,,All Women,All Men,7647,8199,2680,10 to 49,15 to 64,,,N,Y,N,,,,,Y,,,,,,Y,,Y,2;3;6,There is a sibling history in the male questionnaire but no corresponding variables on the male recode file.,,,,,,
2330,Yes,Y,1884,566,NGA,Nigeria,Nigeria,2003,2003,Standard DHS,DHS-IV,DHS-IV,Nigeria 2003 Demographic and Health Survey,2003 DHS,ng4b,Nigeria 2003 DHS,09/03/2003,13/08/2003,26/05/2003,The National Population Commission,,ngbr4b,NA,ngcr4a,nghr4b,NA,nghw4b,ngir4b,NA,ngkr4b,NA,ngmr4a,NA,ngpr4c,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,7225,7620,2346,15 to 49,15 to 59,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,,,,
2340,Yes,Y,4695,566,NGA,Nigeria,Nigeria,2008,2008,Standard DHS,DHS-V,DHS-V,Nigeria 2008 Demographic and Health Survey,2008 DHS,ng51,Nigeria 2008 DHS,02/06/2008,23/11/2008,28/08/2008,National Population Commission,,ngbr52,NA,ngcr52,nghr52,NA,nghr52,ngir52,NA,ngkr52,NA,ngmr52,NA,ngpr52,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,34070,33385,15486,15 to 49,15 to 59,,,N,Y,Y,,,,,Y,,,,Y,,Y,,Y,2;3;6,,,,,,,
2350,Yes,Y,5081,566,NGA,Nigeria,Nigeria,2010,2010,MIS,DHS-VI,DHS-VI,Nigeria 2010 Malaria Indicator Survey,2010 MIS,ng60,Nigeria 2010 MIS,15/10/2010,15/12/2010,14/11/2010,National Population Commission,,ngbr61,NA,NA,nghr61,NA,NA,ngir61,NA,ngkr61,NA,NA,NA,ngpr61,NA,NA,NA,NA,NA,NA,NA,,All Women,None,5895,6344,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,,,,
2360,Yes,Y,5931,566,NGA,Nigeria,Nigeria,2015,2015,MIS,DHS-VII,DHS-VI,Nigeria 2015 Malaria Indicator Survey,2015 MIS,ng71,Nigeria 2015 MIS,01/10/2015,30/11/2015,31/10/2015,"The National Malaria Elimination Program (NMEP), the National Population Commission (NPopC), and the National Bureau of Statistics (NBS)",Nigeria 2015 Malaria Indicators Survey,,NA,NA,nghr71,NA,NA,ngir71,NA,ngkr71,NA,NA,NA,ngpr71,NA,NA,NA,NA,NA,NA,NA,,All Women,None,7745,8034,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,SK,"Nov 18, 2016",,"National Malaria Elimination Programme (NMEP), National Population Commission (NPopC), National Bureau of Statistics (NBS), and ICF International. 2016. Nigeria Malaria Indicator Survey 2015. Abuja, Nigeria, and Rockville, Maryland, USA: NMEP, NPopC, and ICF International."
2370,Yes,Y,5447,566,NGA,Nigeria,Nigeria,2013,2013,Standard DHS,DHS-VI,DHS-VI,Nigeria 2013 Demographic and Health Survey,2013 DHS,ng6a,Nigeria 2013 DHS,05/02/2013,10/07/2013,24/04/2013,The National Institute of Population Studies (NIPS),,ngbr6a,NA,ngcr6a,nghr6a,NA,NA,ngir6a,NA,ngkr6a,NA,ngmr6a,NA,ngpr6a,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,41000,37000,18000,15 to 49,15 to 59,,,N,Y,Y,,,,,Y,,,,,,N - NOT YET AVAILABLE,,Y,2;3;6,6=2 months after delivery,,,,,,
2380,Yes,Y,1827,586,PAK,Pakistan,Pakistan,1990,1991,Standard DHS,DHS-II,DHS-II,Pakistan 1990-1991 Demographic and Health Survey,1990-1991 DHS,pk21,Pakistan 1990-1991 DHS,09/12/1990,15/07/1991,28/03/1991,Nat. Institute of Population Studies,,pkbr21,NA,pkcr21,pkhr21,NA,pkhw21,pkir21,NA,pkkr21,NA,pkmr21,NA,pkpr21,NA,NA,NA,NA,pkwi21,NA,NA,,Ever Married,Husbands,7193,6611,1354,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
2390,Yes,Y,180,586,PAK,Pakistan,Pakistan,2006,2007,Standard DHS,DHS-V,DHS-V,Pakistan 2006-2007 Demographic and Health Survey,2006-2007 DHS,pk52,Pakistan 2006-2007 DHS,04/09/2006,02/03/2007,03/12/2006,National Institute of Population Studies,,pkbr52,NA,NA,pkhr52,pkkr52,pkod52,pkir52,NA,pkkr52,NA,NA,NA,pkpr53,NA,pkva51,NA,NA,NA,NA,pkod52,,Ever Married,None,95441,10023,NA,15 to 49,NA,Y,Y,Y,N,NA,,,,,Y,,,,Y,,Y,,N - NONSTANDARD IR FILE,Special - sibs not on IR file?,,,,,,,
2400,Yes,Y,5461,586,PAK,Pakistan,Pakistan,2012,2013,Standard DHS,DHS-VI,DHS-VI,Pakistan 2012-2013 Demographic and Health Survey,2012-2013 DHS,pk61,Pakistan 2012/2013 DHS,02/10/2012,17/04/2013,08/01/2013,National Institute of Population Studies,,pkbr61,NA,NA,pkhr61,NA,NA,pkir61,NA,pkkr61,NA,pkmr61,NA,pkpr61,NA,NA,NA,NA,NA,NA,NA,,Ever Married,Ever Married,14000,14419,5000,15 to 49,15 to 49,,,N,N,N,,,,,N,,,,,,N - NOT YET AVAILABLE,,NA,,,,,,,,
2410,Yes,Y,1686,600,PRY,Paraguay,Paraguay,1990,1990,Standard DHS,DHS-II,DHS-II,Paraguay 1990 Demographic and Health Survey,1990 DHS,py21,Paraguay 1990 DHS,01/05/1990,28/08/1990,30/06/1990,Cen. Paraguayo de Estudios de Pob.,Encuesta Nacional de Demografía y Salud,pybr21,NA,NA,pyhr21,NA,pyhw21,pyir21,NA,pykr21,NA,NA,NA,pypr21,NA,NA,NA,NA,pywi21,NA,NA,,All Women,None,5683,5827,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
2420,Yes,Y,5737,604,PER,Peru,Peru,1986,1986,Experimental,DHS-I,,Peru 1986 Experimental Survey,1986 Experimental,,Peru 1986 Experimental,14/09/1986,15/12/1986,30/10/1986,Instituto Nacional de Estadistica e Informática,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,peex0b,,All Women,None,NA,2534,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,NA,,NA,,,,,,,,
2430,Yes,Y,1771,604,PER,Peru,Peru,1986,1986,Standard DHS,DHS-I,DHS-I,Peru 1986 Demographic and Health Survey,1986 DHS,pe01,Peru 1986 DHS,01/09/1986,31/12/1986,31/10/1986,Inst. Nacional de Estadistica e Informática,Encuesta Demográfica y de Salud Familiar,pebr01,NA,NA,NA,pehh01,NA,peir01,NA,pekr01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,All Women,None,4497,4999,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
2440,Yes,Y,1772,604,PER,Peru,Peru,1991,1992,Standard DHS,DHS-II,DHS-II,Peru 1991-1992 Demographic and Health Survey,1991-1992 DHS,pe21,Peru 1991-1992 DHS,08/10/1991,06/03/1992,22/12/1991,Inst. Nacional de Estadistica e Informática,Encuesta Demográfica y de Salud Familiar,pebr21,NA,NA,pehr21,NA,pehw21,peir21,NA,pekr21,NA,NA,NA,pepr21,NA,NA,NA,NA,pewi21,NA,NA,,All Women,None,13479,15882,NA,15 to 49,NA,,,N,Y,NA,,,,,Y,,,,,,Y,,Y,2;3,4 is died since delivery but needs additional info from mm12 on time passed between delivery and death,,,,,,
2450,Yes,Y,1773,604,PER,Peru,Peru,1996,1996,Standard DHS,DHS-III,DHS-III,Peru 1996 Demographic and Health Survey,1996 DHS,pe31,Peru 1996 DHS,03/08/1996,08/12/1996,06/10/1996,Inst. Nacional de Estadistica e Informática,Encuesta Demográfica y de Salud Familiar,pebr31,NA,pecr31,pehr31,NA,pehw31,peir31,NA,NA,NA,pemr31,NA,pepr31,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,28122,28951,2487,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,,,,Y,,N,2;3;6,,,,,,,
2460,Yes,Y,1774,604,PER,Peru,Peru,2000,2000,Standard DHS,DHS-IV,DHS-IV,Peru 2000 Demographic and Health Survey,2000 DHS,pe41,Peru 2000 DHS,17/07/2000,25/11/2000,21/09/2000,Inst. Nacional de Estadistica e Informática,Encuesta Demográfica y de Salud Familiar,pebr41,NA,NA,pehr41,NA,pehw41,peir41,NA,pekr41,NA,NA,NA,pepr41,NA,NA,NA,NA,pewi41,NA,NA,,All Women,None,28900,27843,NA,15 to 49,NA,,,N,Y,NA,,,,,Y,,,,Y,,Y,,Y,2;3;6,,,,,,,
2470,Yes,Y,2515,604,PER,Peru,Peru,2004,2006,Continuous DHS,DHS-V,DHS-V,Peru 2004-2006 Demographic and Health Survey,2004-2006 DHS,pe50,Peru 2004-2006 Continuous DHS,02/01/2004,30/09/2006,17/05/2005,INEI,Encuesta Demográfica y de Salud Familiar,pebr51,NA,NA,pehr51,NA,pehw51,peir51a,NA,pekr51,NA,NA,NA,pepr51,NA,NA,NA,NA,NA,NA,NA,,All Women,None,20440,19090,NA,15 to 49,NA,,,N,Y,NA,,,,,Y,,,,Y,,Y,,Y,2;3;6,,,,,,,
2480,Yes,Y,2517,604,PER,Peru,Peru,2007,2008,Continuous DHS,DHS-V,DHS-V,Peru 2007-2008 Continuous Demographic and Health Survey,2007-2008 DHS,pe5b,Peru 2007-2008 Continuous DHS,29/01/2007,04/11/2008,17/12/2007,Inst. Nacional de Estadistica e Informática,,pebr5a,NA,NA,,pehw5a,pehw5a,peir51b,NA,pekr5a,NA,NA,NA,pepr5a,NA,NA,NA,NA,NA,NA,NA,,All Women,None,25633,22558,NA,15 to 49,NA,,,N,Y,NA,,,,,Y,,,,Y,,N - NEED TO CHECK,,N- Special,,,,,,,,
2490,Yes,Y,4702,604,PER,Peru,Peru,2009,2009,Continuous DHS,DHS-VI,DHS-VI,Peru 2009 Continuous Demographic and Health Sruvey,2009 DHS,pe5i,Peru 2009 Continuous DHS,04/02/2009,10/12/2009,08/07/2009,Inst. Nacional de Estadistica e Informática,,pebr5i,NA,NA,pehr5i,NA,NA,peir5i,NA,pekr5i,NA,NA,NA,pepr5i,NA,NA,NA,NA,NA,NA,NA,,All Women,None,26834,24212,NA,15 to 49,NA,,,N,Y,NA,,,,,Y,,,,,not yet available,NA,,N - Special,,,,,,,,
2500,Yes,Y,2516,604,PER,Peru,Peru,2010,2010,Continuous DHS,DHS-VI,DHS-V,Peru 2010 Continuous Demographic and Health Survey,2010 DHS,pe61,Peru 2010 DHS,01/03/2010,30/12/2010,31/07/2010,,,pebr61,NA,NA,pehr61,NA,NA,peir61,NA,pekr61,NA,NA,NA,pepr61,NA,NA,NA,NA,NA,NA,NA,,All Women,None,26605,22947,NA,15 to 49,NA,,,N,Y,NA,,,,,Y,,,,,,NA,,Y,2;3;6,,,,,,,
2510,Yes,Y,5373,604,PER,Peru,Peru,2011,2011,Continuous DHS,DHS-VI,DHS-V,Peru 2011 Continious Demographic and Health Survey ,2011 DHS,pe6a,Peru 2011 Continuous DHS,10/02/2011,17/12/2011,15/07/2011,,,pebr6a,NA,NA,pehr6a,NA,NA,peir6a,NA,pekr6a,NA,NA,NA,pepr6a,NA,NA,NA,NA,NA,NA,NA,,All Women,None,26812,22517,NA,15 to 49,NA,,,N,Y,NA,,,,,Y,,,,,,NA,,Y,2;3;6,,,,,,,
2520,Yes,Y,5555,604,PER,Peru,Peru,2012,2012,Continuous DHS,DHS-VI,DHS-V,Peru 2012 Continuous Demographic and Health Survey,2012 DHS,pe6i,Peru 2012 DHS,01/03/2012,30/12/2012,31/07/2012,,,pebr6i,NA,NA,pehr6i,NA,NA,peir6i,NA,pekr6i,NA,NA,NA,pepr6i,NA,NA,NA,NA,NA,NA,NA,,All Women,None,27218,23888,NA,15 to 49,NA,,,,Y,NA,,,,,Y,,,,,,,,Y,2;3;6,,,,,,,
2530,Not yet,N,5826,604,PER,Peru,Peru,2013,2013,,,,Peru 2013 Continuous Demographic and Health Survey,2013 DHS,,Peru 2013 DHS,14/03/2013,15/11/2013,15/07/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,?,,,,,Y,,,,,,,,,,,,,,,,
2540,Yes,Y,5741,608,PHL,Philippines,Philippines,1993,1993,In Depth,DHS-III,,Philippines 1993 In Depth Survey,1993 In Depth,,Philippines 1993 In Depth,14/10/1993,15/12/1993,14/11/1993,Nat. Statistics Office,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phsm3,,All Women,None,12995,8481,NA,15 to 49,NA,,,N,Y,N,,,,,N,,,,,,NA,,NA,,,,,,,,
2550,Yes,Y,1836,608,PHL,Philippines,Philippines,1993,1993,Standard DHS,DHS-III,DHS-II,Philippines 1993 Demographic and Health Survey,1993 DHS,ph31,Philippines 1993 DHS,05/04/1993,23/07/1993,29/05/1993,Nat. Statistics Office,National Demographic Survey,phbr31,NA,NA,phhr31,NA,NA,phir31,NA,phkr31,NA,NA,NA,phpr31,NA,NA,NA,NA,phwi31,phsq30,NA,,All Women,None,12995,15029,NA,15 to 49,NA,,,N,Y,NA,,,,,Y,,,,,,Y,,Y,2;3;5;6,4 is since delivery without time specification,,,,,,
2560,Yes,Y,1837,608,PHL,Philippines,Philippines,1998,1998,Standard DHS,DHS-III,DHS-III,Philippines 1998 Demographic and Health Survey,1998 DHS,ph3a,Philippines 1998 DHS,02/03/1998,26/05/1998,13/04/1998,"Nat. Statistics Office, Dept. of Health",National Demographic and Health Survey,phbr3a,NA,NA,phhr3a,NA,NA,phir3a,NA,phkr3a,NA,NA,NA,phpr3a,NA,phwi3a,NA,phod3a,NA,NA,NA,,All Women,None,12407,13983,NA,15 to 49,NA,,,N,Y,NA,,,,,Y,,,,,,Y,,Y,2;3;6,,,,,,,
2570,Yes,Y,1850,608,PHL,Philippines,Philippines,2003,2003,Standard DHS,DHS-IV,DHS-IV,Philippines 2003 Demographic and Health Survey,2003 DHS,ph41,Philippines 2003 DHS,02/06/2003,30/09/2003,01/08/2003,National Statistics Office,National Demographic and Health Survey,phbr41,NA,phcr41,phhr41,NA,NA,phir41,phkr41,NA,NA,phmr41,NA,phpr41,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,12586,13633,4766,15 to 49,15 to 54,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,,,,
2580,Yes,Y,4700,608,PHL,Philippines,Philippines,2008,2008,Standard DHS,DHS-V,DHS-V,Philippines 2008 Demographic and Health Survey,2008 DHS,ph50,Philippines 2008 DHS,01/08/2008,29/09/2008,31/08/2008,National Statistics Office ,,phbr52,NA,NA,phhr52,NA,NA,phir52,NA,phpr52,NA,NA,NA,phpr52,NA,NA,NA,NA,NA,NA,NA,,All Women,None,12469,13594,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,,,,
2590,Yes,Y,5613,608,PHL,Philippines,Philippines,2013,2013,Standard DHS,DHS-VI,DHS-VI,Philippines 2013 Demographic and Health Survey,2013 DHS,ph61,Philippines 2013 DHS,12/08/2013,15/10/2013,13/09/2013,National Statistics Office ,,,,,phhr61,,,phir61,,phkr61,,,,phpr62,,,,,,,,,All Women,None,14804,16155,NA,16 to 49,NA,,,,N,NA,,,,,N,,,,,,,,,,,,,SK,"Oct 19, 2015","Corrections have been made to the Household Members (person’s) Data: PHPR61FL. The changes implemented in the new version of the data: PHPR62FL. The household recode (PHHR61FL) continues to hold the original data with multiple members for each household, including those that are deceased (see SH203, SH208, or SH222).   No other changes have been made to the dataset.",
2600,Yes,Y,1820,498,MDA,Republic of Moldova,Moldova,2005,2005,Standard DHS,DHS-V,DHS-IV,Moldova 2005 Demographic and Health Survey,2005 DHS,mb53,Moldova 2005 DHS,13/06/2005,14/08/2005,14/07/2005,MOH/Center for Preventive Medicine,,mbbr53,NA,mbcr52,mbhr53,NA,mbhw52,mbir53,NA,mbkr53,NA,mbmr52,NA,mbpr53,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,11095,7440,2508,15 to 49,15 to 59,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,,,,
2610,Yes,Y,1854,646,RWA,Rwanda,Rwanda,1992,1992,Standard DHS,DHS-II,DHS-II,Rwanda 1992 Demographic and Health Survey,1992 DHS,rw21,Rwanda 1992 DHS,05/06/1992,08/10/1992,06/08/1992,Office National de la Popluation,Enquête démographique et de santé,rwbr21,NA,rwcr21,rwhr21,NA,rwhw21,rwir21,NA,rwkr21,NA,rwmr21,NA,rwpr21,NA,NA,NA,NA,rwwi21,NA,NA,,All Women,Husbands,6252,6551,598,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
2620,Yes,Y,1855,646,RWA,Rwanda,Rwanda,2000,2000,Standard DHS,DHS-IV,DHS-IV,Rwanda 2000 Demographic and Health Survey,2000 DHS,rw41,Rwanda 2000 DHS,26/06/2000,30/11/2000,12/09/2000,Office National de la Popluation,Enquête démographique et de santé,rwbr41,NA,rwcr41,rwhr41,NA,rwhw41,rwir41,NA,rwkr41,NA,rwmr41,NA,rwpr41,NA,NA,NA,NA,rwwi42,NA,NA,,All Women,All Men,9696,10421,2717,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,,,,Y,,Y,2;3;6,,,,,,,
2630,Yes,Y,1717,646,RWA,Rwanda,Rwanda,2005,2005,Standard DHS,DHS-V,DHS-IV,Rwanda 2005 Demographic and Health Survey,2005 DHS,rw53,Rwanda 2005 DHS,28/02/2005,09/08/2005,20/05/2005,"Department of Statistics, in the Ministry of Econo",Enquête démographique et de santé,rwbr53,NA,rwcr53,rwhr53,NA,rwhw53,rwir53,NA,rwkr53,NA,rwmr53,NA,rwpr53,NA,NA,rwar51,NA,NA,NA,NA,,All Women,All Men,10272,11321,4820,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,Y,Y,,Y,,Y,2;3;6,,,,,,,
2640,Yes,Y,2524,646,RWA,Rwanda,Rwanda,2007,2008,Interim DHS,DHS-V,DHS-V,Rwanda 2007-2008 Interim Demographic and Health Survey,2007-2008 Interim DHS,rw5a,Rwanda 2007-2008 Interim DHS,15/12/2007,21/04/2008,17/02/2008,National Institute of Statistics of Rwanda (NISR),,rwbr5a,NA,,rwhr5a,NA,rwir5a,rwir5a,NA,rwkr5a,NA,rwmr5a,NA,rwpr5a,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,7377,7313,6837,15 to 49,15 to 59,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,,,,
2650,Yes,Y,5066,646,RWA,Rwanda,Rwanda,2010,2010,Standard DHS,DHS-VI,DHS-VI,Rwanda 2010 Demographic and Health Survey,2010 DHS,rw61,Rwanda 2010 DHS,27/09/2010,04/04/2011,30/12/2010,National Institute of Statistics of Rwanda and The Ministry of Health,,rwbr61,NA,rwcr61,rwhr61,NA,NA,rwir61,NA,rwkr61,NA,rwmr61,NA,rwpr61,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,12540,13671,6329,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,Y,Y,,Y,,Y,2;3;6,,,,,,,
